,train,val,test
6165_,True,False,False
6169_,True,False,False
6181_,True,False,False
6184_,True,False,False
6189_,True,False,False
6194_,True,False,False
6195_,True,False,False
6196_,True,False,False
6197_,True,False,False
6199_,True,False,False
6206_,True,False,False
6213_,True,False,False
6215_,True,False,False
6220_,True,False,False
6226_,True,False,False
6227_,True,False,False
6230_,True,False,False
6234_,True,False,False
6236_,True,False,False
6239_,True,False,False
6240_,True,False,False
6241_,True,False,False
6242_,True,False,False
6243_,True,False,False
6246_,True,False,False
6251_,True,False,False
6256_,True,False,False
6260_,True,False,False
6667_,True,False,False
6671_,True,False,False
6958_,True,False,False
6960_,True,False,False
6967_,True,False,False
6969_,True,False,False
6977_,True,False,False
6979_,True,False,False
6980_,True,False,False
6986_,True,False,False
6164_,True,False,False
6175_,True,False,False
6177_,True,False,False
6185_,True,False,False
6186_,True,False,False
6188_,True,False,False
6191_,True,False,False
6198_,True,False,False
6200_,True,False,False
6201_,True,False,False
6202_,True,False,False
6203_,True,False,False
6207_,True,False,False
6208_,True,False,False
6209_,True,False,False
6210_,True,False,False
6224_,True,False,False
6229_,True,False,False
6235_,True,False,False
6247_,True,False,False
6248_,True,False,False
6249_,True,False,False
6253_,True,False,False
6254_,True,False,False
6255_,True,False,False
6263_,True,False,False
6664_,True,False,False
6669_,True,False,False
6673_,True,False,False
6791_,True,False,False
6792_,True,False,False
6796_,True,False,False
6806_,True,False,False
6811_,True,False,False
6812_,True,False,False
6946_,True,False,False
6947_,True,False,False
6948_,True,False,False
6949_,True,False,False
6952_,True,False,False
6954_,True,False,False
6957_,True,False,False
6961_,True,False,False
6964_,True,False,False
6965_,True,False,False
6966_,True,False,False
6968_,True,False,False
6970_,True,False,False
6972_,True,False,False
6982_,True,False,False
6987_,True,False,False
6160_,True,False,False
6161_,True,False,False
6162_,True,False,False
6163_,True,False,False
6231_,True,False,False
6666_,True,False,False
6801_,True,False,False
6802_,True,False,False
6804_,True,False,False
6973_,True,False,False
6228_,False,True,False
6959_,False,True,False
6257_,False,True,False
6233_,False,True,False
6170_,False,True,False
6662_,False,True,False
6984_,False,True,False
6951_,False,True,False
6250_,False,True,False
6668_,False,True,False
6663_,False,True,False
6258_,False,True,False
6193_,False,True,False
6975_,False,True,False
6950_,False,True,False
6252_,False,True,False
6813_,False,True,False
6167_,False,True,False
6173_,False,True,False
6211_,False,True,False
6237_,False,True,False
6805_,False,True,False
6180_,False,True,False
6808_,False,True,False
6174_,False,True,False
6212_,False,True,False
6810_,False,True,False
6222_,False,True,False
6672_,False,True,False
6803_,False,True,False
6799_,False,True,False
6956_,False,True,False
6179_,False,True,False
6232_,False,False,True
6945_,False,False,True
6800_,False,False,True
6238_,False,False,True
6674_,False,False,True
6795_,False,False,True
6218_,False,False,True
6204_,False,False,True
6245_,False,False,True
6205_,False,False,True
6190_,False,False,True
6974_,False,False,True
6217_,False,False,True
6221_,False,False,True
6955_,False,False,True
6793_,False,False,True
6981_,False,False,True
6172_,False,False,True
6187_,False,False,True
6216_,False,False,True
6183_,False,False,True
6182_,False,False,True
6244_,False,False,True
6670_,False,False,True
6675_,False,False,True
6794_,False,False,True
6971_,False,False,True
6983_,False,False,True
6178_,False,False,True
6985_,False,False,True
6176_,False,False,True
6219_,False,False,True
6798_,False,False,True
