,train,val,test
6165_,True,False,False
6170_,True,False,False
6181_,True,False,False
6190_,True,False,False
6194_,True,False,False
6195_,True,False,False
6196_,True,False,False
6204_,True,False,False
6205_,True,False,False
6206_,True,False,False
6215_,True,False,False
6226_,True,False,False
6227_,True,False,False
6228_,True,False,False
6232_,True,False,False
6239_,True,False,False
6240_,True,False,False
6241_,True,False,False
6242_,True,False,False
6245_,True,False,False
6246_,True,False,False
6250_,True,False,False
6251_,True,False,False
6256_,True,False,False
6257_,True,False,False
6260_,True,False,False
6663_,True,False,False
6667_,True,False,False
6668_,True,False,False
6945_,True,False,False
6951_,True,False,False
6958_,True,False,False
6959_,True,False,False
6967_,True,False,False
6977_,True,False,False
6979_,True,False,False
6980_,True,False,False
6986_,True,False,False
6164_,True,False,False
6167_,True,False,False
6172_,True,False,False
6173_,True,False,False
6177_,True,False,False
6186_,True,False,False
6188_,True,False,False
6191_,True,False,False
6193_,True,False,False
6201_,True,False,False
6207_,True,False,False
6208_,True,False,False
6209_,True,False,False
6210_,True,False,False
6211_,True,False,False
6216_,True,False,False
6229_,True,False,False
6235_,True,False,False
6244_,True,False,False
6247_,True,False,False
6249_,True,False,False
6252_,True,False,False
6253_,True,False,False
6664_,True,False,False
6669_,True,False,False
6670_,True,False,False
6672_,True,False,False
6673_,True,False,False
6675_,True,False,False
6792_,True,False,False
6793_,True,False,False
6794_,True,False,False
6805_,True,False,False
6806_,True,False,False
6808_,True,False,False
6811_,True,False,False
6812_,True,False,False
6813_,True,False,False
6946_,True,False,False
6949_,True,False,False
6950_,True,False,False
6952_,True,False,False
6954_,True,False,False
6957_,True,False,False
6964_,True,False,False
6965_,True,False,False
6966_,True,False,False
6968_,True,False,False
6972_,True,False,False
6975_,True,False,False
6982_,True,False,False
6162_,True,False,False
6163_,True,False,False
6176_,True,False,False
6179_,True,False,False
6219_,True,False,False
6801_,True,False,False
6802_,True,False,False
6803_,True,False,False
6804_,True,False,False
6956_,True,False,False
6969_,False,True,False
6220_,False,True,False
6199_,False,True,False
6258_,False,True,False
6197_,False,True,False
6795_,False,True,False
6674_,False,True,False
6974_,False,True,False
6184_,False,True,False
6238_,False,True,False
6189_,False,True,False
6662_,False,True,False
6237_,False,True,False
6248_,False,True,False
6255_,False,True,False
6183_,False,True,False
6796_,False,True,False
6970_,False,True,False
6948_,False,True,False
6222_,False,True,False
6174_,False,True,False
6254_,False,True,False
6178_,False,True,False
6961_,False,True,False
6212_,False,True,False
6187_,False,True,False
6217_,False,True,False
6180_,False,True,False
6263_,False,True,False
6799_,False,True,False
6798_,False,True,False
6973_,False,True,False
6666_,False,True,False
6233_,False,False,True
6671_,False,False,True
6800_,False,False,True
6236_,False,False,True
6218_,False,False,True
6960_,False,False,True
6243_,False,False,True
6984_,False,False,True
6234_,False,False,True
6213_,False,False,True
6230_,False,False,True
6169_,False,False,True
6810_,False,False,True
6983_,False,False,True
6224_,False,False,True
6202_,False,False,True
6198_,False,False,True
6200_,False,False,True
6175_,False,False,True
6203_,False,False,True
6955_,False,False,True
6987_,False,False,True
6947_,False,False,True
6981_,False,False,True
6791_,False,False,True
6185_,False,False,True
6221_,False,False,True
6182_,False,False,True
6971_,False,False,True
6231_,False,False,True
6985_,False,False,True
6161_,False,False,True
6160_,False,False,True
